DARZ_ID;SCHOOL_NAME;TYPE_ID;TYPE_LABEL;LAN_ID;LAN_LABEL;CHILDS_COUNT;FREE_SPACE
134;Þiedas;8;"Nuo 5 iki 6 metø";1;Lietuviø;46;0
134;Þiedas;11;"Nuo 5 iki 7 metø";1;Lietuviø;48;0
134;Þiedas;16;"Nuo 4 iki 7 metø";1;Lietuviø;12;8
135;Þilvitis;3;"Nuo 1,5 iki 3 metø";1;Lietuviø;79;0
135;Þilvitis;6;"Nuo 3 iki 4 metø";1;Lietuviø;55;0
135;Þilvitis;7;"Nuo 4 iki 5 metø";1;Lietuviø;69;0
135;Þilvitis;8;"Nuo 5 iki 6 metø";1;Lietuviø;44;0
135;Þilvitis;11;"Nuo 5 iki 7 metø";1;Lietuviø;42;3
135;Þilvitis;18;"Nuo 2 iki 4 metø";1;Lietuviø;21;0
136;Þilvinëlis;3;"Nuo 1,5 iki 3 metø";1;Lietuviø;93;0
136;Þilvinëlis;6;"Nuo 3 iki 4 metø";1;Lietuviø;23;0
136;Þilvinëlis;7;"Nuo 4 iki 5 metø";1;Lietuviø;64;0
136;Þilvinëlis;8;"Nuo 5 iki 6 metø";1;Lietuviø;65;0
136;Þilvinëlis;11;"Nuo 5 iki 7 metø";1;Lietuviø;50;1
137;Þiogelis;3;"Nuo 1,5 iki 3 metø";1;Lietuviø;88;0
137;Þiogelis;6;"Nuo 3 iki 4 metø";1;Lietuviø;62;0
137;Þiogelis;7;"Nuo 4 iki 5 metø";1;Lietuviø;45;0
137;Þiogelis;8;"Nuo 5 iki 6 metø";1;Lietuviø;47;0
137;Þiogelis;11;"Nuo 5 iki 7 metø";1;Lietuviø;46;0
138;Þolynëlis;3;"Nuo 1,5 iki 3 metø";1;Lietuviø;34;0
138;Þolynëlis;7;"Nuo 4 iki 5 metø";1;Lietuviø;22;0
138;Þolynëlis;11;"Nuo 5 iki 7 metø";1;Lietuviø;27;0
138;Þolynëlis;13;"Nuo 4 iki 6 metø";1;Lietuviø;24;0
138;Þolynëlis;18;"Nuo 2 iki 4 metø";1;Lietuviø;43;0
138;Þolynëlis;19;"Nuo 2 iki 5 metø";1;Lietuviø;6;0
138;Þolynëlis;23;"Nuo 1,5 iki 6 metø";1;Lietuviø;10;0
139;Þuvëdra;10;"Nuo 3 iki 5 metø";1;Lietuviø;25;1
139;Þuvëdra;11;"Nuo 5 iki 7 metø";1;Lietuviø;21;0
140;Þvangutis;3;"Nuo 1,5 iki 3 metø";1;Lietuviø;36;0
140;Þvangutis;7;"Nuo 4 iki 5 metø";1;Lietuviø;23;0
140;Þvangutis;8;"Nuo 5 iki 6 metø";1;Lietuviø;23;0
140;Þvangutis;11;"Nuo 5 iki 7 metø";1;Lietuviø;23;0
140;Þvangutis;12;"Nuo 2 iki 3 metø";1;Lietuviø;16;0
140;Þvangutis;18;"Nuo 2 iki 4 metø";1;Lietuviø;30;0
141;Þirniukas;3;"Nuo 1,5 iki 3 metø";1;Lietuviø;35;0
141;Þirniukas;6;"Nuo 3 iki 4 metø";1;Lietuviø;8;0
141;Þirniukas;7;"Nuo 4 iki 5 metø";1;Lietuviø;23;0
141;Þirniukas;8;"Nuo 5 iki 6 metø";1;Lietuviø;41;0
141;Þirniukas;10;"Nuo 3 iki 5 metø";1;Lietuviø;2;0
141;Þirniukas;11;"Nuo 5 iki 7 metø";1;Lietuviø;26;0
141;Þirniukas;12;"Nuo 2 iki 3 metø";1;Lietuviø;17;0
141;Þirniukas;18;"Nuo 2 iki 4 metø";1;Lietuviø;20;0
142;Auðra;6;"Nuo 3 iki 4 metø";1;Lietuviø;48;0
142;Auðra;7;"Nuo 4 iki 5 metø";1;Lietuviø;24;0
142;Auðra;11;"Nuo 5 iki 7 metø";1;Lietuviø;50;0
142;Auðra;20;"Nuo 2 iki 6 metø";1;Lietuviø;23;0
143;Berþelis;3;"Nuo 1,5 iki 3 metø";1;Lietuviø;57;0
143;Berþelis;6;"Nuo 3 iki 4 metø";1;Lietuviø;0;0
143;Berþelis;10;"Nuo 3 iki 5 metø";1;Lietuviø;2;0
143;Berþelis;12;"Nuo 2 iki 3 metø";1;Lietuviø;18;0
143;Berþelis;18;"Nuo 2 iki 4 metø";1;Lietuviø;1;0
143;Berþelis;19;"Nuo 2 iki 5 metø";1;Lietuviø;21;0
144;Pelëdþiukas;3;"Nuo 1,5 iki 3 metø";1;Lietuviø;77;0
144;Pelëdþiukas;7;"Nuo 4 iki 5 metø";1;Lietuviø;22;0
144;Pelëdþiukas;8;"Nuo 5 iki 6 metø";1;Lietuviø;24;1
144;Pelëdþiukas;10;"Nuo 3 iki 5 metø";1;Lietuviø;2;0
144;Pelëdþiukas;11;"Nuo 5 iki 7 metø";1;Lietuviø;22;0
144;Pelëdþiukas;18;"Nuo 2 iki 4 metø";1;Lietuviø;43;0
147;Ðilelis;3;"Nuo 1,5 iki 3 metø";1;Lietuviø;53;0
147;Ðilelis;6;"Nuo 3 iki 4 metø";1;Lietuviø;6;0
147;Ðilelis;7;"Nuo 4 iki 5 metø";1;Lietuviø;22;1
147;Ðilelis;8;"Nuo 5 iki 6 metø";1;Lietuviø;20;0
147;Ðilelis;11;"Nuo 5 iki 7 metø";1;Lietuviø;18;0
147;Ðilelis;16;"Nuo 4 iki 7 metø";1;Lietuviø;16;0
147;Ðilelis;18;"Nuo 2 iki 4 metø";1;Lietuviø;22;0
149;Vaduvos;3;"Nuo 1,5 iki 3 metø";1;Lietuviø;54;0
149;Vaduvos;6;"Nuo 3 iki 4 metø";1;Lietuviø;22;0
149;Vaduvos;7;"Nuo 4 iki 5 metø";1;Lietuviø;23;0
149;Vaduvos;8;"Nuo 5 iki 6 metø";1;Lietuviø;20;0
149;Vaduvos;11;"Nuo 5 iki 7 metø";1;Lietuviø;43;0
149;Vaduvos;16;"Nuo 4 iki 7 metø";1;Lietuviø;10;1
149;Vaduvos;18;"Nuo 2 iki 4 metø";1;Lietuviø;5;0
150;Vilkpëdës;3;"Nuo 1,5 iki 3 metø";1;Lietuviø;37;28
150;Vilkpëdës;7;"Nuo 4 iki 5 metø";1;Lietuviø;23;3
150;Vilkpëdës;8;"Nuo 5 iki 6 metø";1;Lietuviø;23;1
150;Vilkpëdës;11;"Nuo 5 iki 7 metø";1;Lietuviø;23;0
150;Vilkpëdës;18;"Nuo 2 iki 4 metø";1;Lietuviø;39;1
151;Þiburëlis;3;"Nuo 1,5 iki 3 metø";1;Lietuviø;71;0
151;Þiburëlis;4;"Nuo 3 iki 7 metø";1;Lietuviø;23;0
151;Þiburëlis;6;"Nuo 3 iki 4 metø";1;Lietuviø;19;0
151;Þiburëlis;7;"Nuo 4 iki 5 metø";1;Lietuviø;23;0
151;Þiburëlis;8;"Nuo 5 iki 6 metø";1;Lietuviø;39;3
151;Þiburëlis;11;"Nuo 5 iki 7 metø";1;Lietuviø;19;0
151;Þiburëlis;12;"Nuo 2 iki 3 metø";1;Lietuviø;42;0
151;Þiburëlis;18;"Nuo 2 iki 4 metø";1;Lietuviø;16;0
152;Justinukas;3;"Nuo 1,5 iki 3 metø";1;Lietuviø;107;2
152;Justinukas;6;"Nuo 3 iki 4 metø";1;Lietuviø;9;0
152;Justinukas;7;"Nuo 4 iki 5 metø";1;Lietuviø;48;0
152;Justinukas;8;"Nuo 5 iki 6 metø";1;Lietuviø;67;0
152;Justinukas;11;"Nuo 5 iki 7 metø";1;Lietuviø;23;0
152;Justinukas;18;"Nuo 2 iki 4 metø";1;Lietuviø;65;0
153;Aidas;4;"Nuo 3 iki 7 metø";1;Lietuviø;7;0
153;Aidas;15;"Nuo 6 iki 8 metø";1;Lietuviø;9;0
153;Aidas;45;"Nuo 8m.";1;Lietuviø;62;0
155;Gëlynas;3;"Nuo 1,5 iki 3 metø";1;Lietuviø;65;0
155;Gëlynas;6;"Nuo 3 iki 4 metø";1;Lietuviø;23;0
155;Gëlynas;11;"Nuo 5 iki 7 metø";1;Lietuviø;25;0
155;Gëlynas;13;"Nuo 4 iki 6 metø";1;Lietuviø;23;0
155;Gëlynas;14;"Nuo 3 iki 6 metø";1;Lietuviø;23;0
155;Gëlynas;28;"Nuo 1 iki 7 metø";1;Lietuviø;0;1
156;Obelëlë;3;"Nuo 1,5 iki 3 metø";1;Lietuviø;94;9
156;Obelëlë;6;"Nuo 3 iki 4 metø";1;Lietuviø;43;1
156;Obelëlë;10;"Nuo 3 iki 5 metø";1;Lietuviø;54;0
156;Obelëlë;11;"Nuo 5 iki 7 metø";1;Lietuviø;38;0
156;Obelëlë;13;"Nuo 4 iki 6 metø";1;Lietuviø;40;0
156;Obelëlë;18;"Nuo 2 iki 4 metø";1;Lietuviø;7;0
156;Obelëlë;23;"Nuo 1,5 iki 6 metø";1;Lietuviø;8;0
157;Spygliukas;3;"Nuo 1,5 iki 3 metø";1;Lietuviø;100;0
157;Spygliukas;6;"Nuo 3 iki 4 metø";1;Lietuviø;4;2
157;Spygliukas;7;"Nuo 4 iki 5 metø";1;Lietuviø;18;2
157;Spygliukas;8;"Nuo 5 iki 6 metø";1;Lietuviø;43;0
157;Spygliukas;10;"Nuo 3 iki 5 metø";1;Lietuviø;20;0
157;Spygliukas;11;"Nuo 5 iki 7 metø";1;Lietuviø;44;0
157;Spygliukas;12;"Nuo 2 iki 3 metø";1;Lietuviø;8;0
157;Spygliukas;18;"Nuo 2 iki 4 metø";1;Lietuviø;39;0
158;Vieversys;3;"Nuo 1,5 iki 3 metø";1;Lietuviø;79;0
158;Vieversys;6;"Nuo 3 iki 4 metø";1;Lietuviø;6;1
158;Vieversys;7;"Nuo 4 iki 5 metø";1;Lietuviø;42;0
158;Vieversys;8;"Nuo 5 iki 6 metø";1;Lietuviø;44;0
158;Vieversys;11;"Nuo 5 iki 7 metø";1;Lietuviø;69;0
158;Vieversys;12;"Nuo 2 iki 3 metø";1;Lietuviø;16;0
158;Vieversys;18;"Nuo 2 iki 4 metø";1;Lietuviø;54;0
159;Þirmûnëliai;3;"Nuo 1,5 iki 3 metø";1;Lietuviø;86;0
159;Þirmûnëliai;7;"Nuo 4 iki 5 metø";1;Lietuviø;42;0
159;Þirmûnëliai;8;"Nuo 5 iki 6 metø";1;Lietuviø;22;0
159;Þirmûnëliai;9;"Nuo 6 iki 7 metø";1;Lietuviø;0;1
159;Þirmûnëliai;10;"Nuo 3 iki 5 metø";1;Lietuviø;57;1
159;Þirmûnëliai;11;"Nuo 5 iki 7 metø";1;Lietuviø;65;0
159;Þirmûnëliai;13;"Nuo 4 iki 6 metø";1;Lietuviø;2;2
159;Þirmûnëliai;18;"Nuo 2 iki 4 metø";1;Lietuviø;42;0
160;Dainorëliai;6;"Nuo 3 iki 4 metø";1;Lietuviø;39;0
160;Dainorëliai;7;"Nuo 4 iki 5 metø";1;Lietuviø;22;0
160;Dainorëliai;8;"Nuo 5 iki 6 metø";1;Lietuviø;24;0
160;Dainorëliai;9;"Nuo 6 iki 7 metø";1;Lietuviø;1;1
160;Dainorëliai;10;"Nuo 3 iki 5 metø";1;Lietuviø;17;0
160;Dainorëliai;11;"Nuo 5 iki 7 metø";1;Lietuviø;43;0
160;Dainorëliai;18;"Nuo 2 iki 4 metø";1;Lietuviø;14;0
163;Gabijëlë;3;"Nuo 1,5 iki 3 metø";1;Lietuviø;80;0
163;Gabijëlë;6;"Nuo 3 iki 4 metø";1;Lietuviø;132;0
163;Gabijëlë;7;"Nuo 4 iki 5 metø";1;Lietuviø;69;0
163;Gabijëlë;8;"Nuo 5 iki 6 metø";1;Lietuviø;68;0
163;Gabijëlë;9;"Nuo 6 iki 7 metø";1;Lietuviø;3;0
163;Gabijëlë;11;"Nuo 5 iki 7 metø";1;Lietuviø;73;0
164;Saulëgràþa;3;"Nuo 1,5 iki 3 metø";1;Lietuviø;56;0
164;Saulëgràþa;10;"Nuo 3 iki 5 metø";1;Lietuviø;46;0
164;Saulëgràþa;11;"Nuo 5 iki 7 metø";1;Lietuviø;64;2
164;Saulëgràþa;12;"Nuo 2 iki 3 metø";1;Lietuviø;18;0
164;Saulëgràþa;13;"Nuo 4 iki 6 metø";1;Lietuviø;65;0
164;Saulëgràþa;18;"Nuo 2 iki 4 metø";1;Lietuviø;41;0
165;Pilaitukas;3;"Nuo 1,5 iki 3 metø";1;Lietuviø;85;0
165;Pilaitukas;6;"Nuo 3 iki 4 metø";1;Lietuviø;72;0
165;Pilaitukas;7;"Nuo 4 iki 5 metø";1;Lietuviø;47;0
165;Pilaitukas;8;"Nuo 5 iki 6 metø";1;Lietuviø;46;0
165;Pilaitukas;11;"Nuo 5 iki 7 metø";1;Lietuviø;65;0
167;"Vilniaus „Vilties“ specialioji mokykla-daugiafunkcinis centras";4;"Nuo 3 iki 7 metø";1;Lietuviø;9;3
169;Ðvelnukas;3;"Nuo 1,5 iki 3 metø";1;Lietuviø;29;0
169;Ðvelnukas;4;"Nuo 3 iki 7 metø";1;Lietuviø;25;0
169;Ðvelnukas;6;"Nuo 3 iki 4 metø";1;Lietuviø;29;0
169;Ðvelnukas;7;"Nuo 4 iki 5 metø";1;Lietuviø;24;0
169;Ðvelnukas;8;"Nuo 5 iki 6 metø";1;Lietuviø;23;0
169;Ðvelnukas;11;"Nuo 5 iki 7 metø";1;Lietuviø;23;0
170;Boruþëlë;3;"Nuo 1,5 iki 3 metø";1;Lietuviø;68;0
170;Boruþëlë;6;"Nuo 3 iki 4 metø";1;Lietuviø;80;0
170;Boruþëlë;7;"Nuo 4 iki 5 metø";1;Lietuviø;44;0
170;Boruþëlë;8;"Nuo 5 iki 6 metø";1;Lietuviø;66;0
170;Boruþëlë;11;"Nuo 5 iki 7 metø";1;Lietuviø;51;0
181;Volungë;3;"Nuo 1,5 iki 3 metø";1;Lietuviø;67;3
181;Volungë;8;"Nuo 5 iki 6 metø";1;Lietuviø;21;0
181;Volungë;10;"Nuo 3 iki 5 metø";1;Lietuviø;0;0
181;Volungë;11;"Nuo 5 iki 7 metø";1;Lietuviø;46;0
181;Volungë;13;"Nuo 4 iki 6 metø";1;Lietuviø;1;2
181;Volungë;14;"Nuo 3 iki 6 metø";1;Lietuviø;3;0
181;Volungë;18;"Nuo 2 iki 4 metø";1;Lietuviø;31;3
181;Volungë;19;"Nuo 2 iki 5 metø";1;Lietuviø;42;0
186;Giliukas;3;"Nuo 1,5 iki 3 metø";1;Lietuviø;69;1
186;Giliukas;11;"Nuo 5 iki 7 metø";1;Lietuviø;23;0
186;Giliukas;12;"Nuo 2 iki 3 metø";1;Lietuviø;3;0
186;Giliukas;13;"Nuo 4 iki 6 metø";1;Lietuviø;22;0
186;Giliukas;18;"Nuo 2 iki 4 metø";1;Lietuviø;2;0
186;Giliukas;20;"Nuo 2 iki 6 metø";1;Lietuviø;44;0
188;"Lazdynø mokykla";20;"Nuo 2 iki 6 metø";1;Lietuviø;18;3
189;"VÁ Maþasis Trinapolis mok. 160 Eur";6;"Nuo 3 iki 4 metø";1;Lietuviø;16;0
189;"VÁ Maþasis Trinapolis mok. 160 Eur";7;"Nuo 4 iki 5 metø";1;Lietuviø;16;0
189;"VÁ Maþasis Trinapolis mok. 160 Eur";8;"Nuo 5 iki 6 metø";1;Lietuviø;28;0
189;"VÁ Maþasis Trinapolis mok. 160 Eur";9;"Nuo 6 iki 7 metø";1;Lietuviø;0;0
189;"VÁ Maþasis Trinapolis mok. 160 Eur";12;"Nuo 2 iki 3 metø";1;Lietuviø;14;0
189;"VÁ Maþasis Trinapolis mok. 160 Eur";18;"Nuo 2 iki 4 metø";1;Lietuviø;20;0
273;Santariðkiø;3;"Nuo 1,5 iki 3 metø";1;Lietuviø;55;0
273;Santariðkiø;6;"Nuo 3 iki 4 metø";1;Lietuviø;68;0
273;Santariðkiø;7;"Nuo 4 iki 5 metø";1;Lietuviø;95;0
273;Santariðkiø;8;"Nuo 5 iki 6 metø";1;Lietuviø;48;0
273;Santariðkiø;11;"Nuo 5 iki 7 metø";1;Lietuviø;68;0
280;"Vilnios pagrindinë mokykla";8;"Nuo 5 iki 6 metø";1;Lietuviø;12;0
280;"Vilnios pagrindinë mokykla";11;"Nuo 5 iki 7 metø";1;Lietuviø;20;0
280;"Vilnios pagrindinë mokykla";14;"Nuo 3 iki 6 metø";1;Lietuviø;3;17
280;"Vilnios pagrindinë mokykla";18;"Nuo 2 iki 4 metø";1;Lietuviø;39;6
283;"„Atþalyno” mokykla-darþelis";6;"Nuo 3 iki 4 metø";1;Lietuviø;1;0
283;"„Atþalyno” mokykla-darþelis";7;"Nuo 4 iki 5 metø";1;Lietuviø;19;0
283;"„Atþalyno” mokykla-darþelis";9;"Nuo 6 iki 7 metø";1;Lietuviø;4;0
283;"„Atþalyno” mokykla-darþelis";11;"Nuo 5 iki 7 metø";1;Lietuviø;28;0
283;"„Atþalyno” mokykla-darþelis";12;"Nuo 2 iki 3 metø";1;Lietuviø;36;0
283;"„Atþalyno” mokykla-darþelis";18;"Nuo 2 iki 4 metø";1;Lietuviø;22;0
311;"Vilniaus Naujininkø mokykla";11;"Nuo 5 iki 7 metø";1;Lietuviø;11;4
311;"Vilniaus Naujininkø mokykla";14;"Nuo 3 iki 6 metø";1;Lietuviø;18;6
311;"Vilniaus Naujininkø mokykla";16;"Nuo 4 iki 7 metø";1;Lietuviø;21;0
313;"Vilniaus Taikos progimnazija";11;"Nuo 5 iki 7 metø";1;Lietuviø;140;0
314;"Vilniaus Karaliaus Mindaugo pagrindinë mokykla";16;"Nuo 4 iki 7 metø";1;Lietuviø;101;10
327;Àþuolas;3;"Nuo 1,5 iki 3 metø";1;Lietuviø;38;0
327;Àþuolas;6;"Nuo 3 iki 4 metø";1;Lietuviø;116;0
327;Àþuolas;7;"Nuo 4 iki 5 metø";1;Lietuviø;84;0
327;Àþuolas;8;"Nuo 5 iki 6 metø";1;Lietuviø;49;0
327;Àþuolas;11;"Nuo 5 iki 7 metø";1;Lietuviø;24;0
327;Àþuolas;28;"Nuo 1 iki 7 metø";1;Lietuviø;0;1
335;"Vilniaus Trakø Vokës gimnazija";11;"Nuo 5 iki 7 metø";1;Lietuviø;22;0
335;"Vilniaus Trakø Vokës gimnazija";16;"Nuo 4 iki 7 metø";1;Lietuviø;58;0
337;"Vilniaus Salininkø gimnazija";11;"Nuo 5 iki 7 metø";1;Lietuviø;86;5
338;"Vilniaus „Spindulio“ progimnazija";11;"Nuo 5 iki 7 metø";1;Lietuviø;83;0
338;"Vilniaus „Spindulio“ progimnazija";16;"Nuo 4 iki 7 metø";1;Lietuviø;21;0
342;"Vilniaus „Pelëdos” pradinë mokykla";11;"Nuo 5 iki 7 metø";1;Lietuviø;92;0
373;"Vilniaus Verkiø mokykla-daugiafunkcis centras";4;"Nuo 3 iki 7 metø";1;Lietuviø;7;0
373;"Vilniaus Verkiø mokykla-daugiafunkcis centras";9;"Nuo 6 iki 7 metø";1;Lietuviø;0;7
373;"Vilniaus Verkiø mokykla-daugiafunkcis centras";14;"Nuo 3 iki 6 metø";1;Lietuviø;0;7
374;"Vilniaus Sausio 13-osios mokykla";16;"Nuo 4 iki 7 metø";1;Lietuviø;63;29
376;"Vilniaus Virðuliðkiø mokykla";16;"Nuo 4 iki 7 metø";1;Lietuviø;38;7
377;Gluosnis;3;"Nuo 1,5 iki 3 metø";1;Lietuviø;50;0
377;Gluosnis;6;"Nuo 3 iki 4 metø";1;Lietuviø;51;0
377;Gluosnis;8;"Nuo 5 iki 6 metø";1;Lietuviø;20;0
377;Gluosnis;10;"Nuo 3 iki 5 metø";1;Lietuviø;67;0
377;Gluosnis;11;"Nuo 5 iki 7 metø";1;Lietuviø;22;0
377;Gluosnis;13;"Nuo 4 iki 6 metø";1;Lietuviø;21;0
377;Gluosnis;16;"Nuo 4 iki 7 metø";1;Lietuviø;5;0
381;"Vilniaus Simono Stanevièiaus progimnazija";11;"Nuo 5 iki 7 metø";1;Lietuviø;79;5
384;"Vilniaus Maironio progimnazija";11;"Nuo 5 iki 7 metø";1;Lietuviø;53;9
384;"Vilniaus Maironio progimnazija";16;"Nuo 4 iki 7 metø";1;Lietuviø;23;0
388;Þolynas;3;"Nuo 1,5 iki 3 metø";1;Lietuviø;74;0
388;Þolynas;11;"Nuo 5 iki 7 metø";1;Lietuviø;23;0
388;Þolynas;13;"Nuo 4 iki 6 metø";1;Lietuviø;21;0
388;Þolynas;18;"Nuo 2 iki 4 metø";1;Lietuviø;71;0
388;Þolynas;28;"Nuo 1 iki 7 metø";1;Lietuviø;1;0
389;"Vilniaus „Genio“ progimnazija";9;"Nuo 6 iki 7 metø";1;Lietuviø;21;0
389;"Vilniaus „Genio“ progimnazija";11;"Nuo 5 iki 7 metø";1;Lietuviø;21;0
597;"Gintarëlis (Popieriaus g. 46A)";14;"Nuo 3 iki 6 metø";1;Lietuviø;3;0
597;"Gintarëlis (Popieriaus g. 46A)";20;"Nuo 2 iki 6 metø";1;Lietuviø;20;0
667;"Puðynëlis (A. Mickevièiaus g. 21)";3;"Nuo 1,5 iki 3 metø";1;Lietuviø;33;0
667;"Puðynëlis (A. Mickevièiaus g. 21)";7;"Nuo 4 iki 5 metø";1;Lietuviø;22;0
667;"Puðynëlis (A. Mickevièiaus g. 21)";11;"Nuo 5 iki 7 metø";1;Lietuviø;25;0
667;"Puðynëlis (A. Mickevièiaus g. 21)";18;"Nuo 2 iki 4 metø";1;Lietuviø;22;0
668;"Naminukas (Klinikø g. 5)";3;"Nuo 1,5 iki 3 metø";1;Lietuviø;33;0
668;"Naminukas (Klinikø g. 5)";7;"Nuo 4 iki 5 metø";1;Lietuviø;22;0
668;"Naminukas (Klinikø g. 5)";11;"Nuo 5 iki 7 metø";1;Lietuviø;24;0
668;"Naminukas (Klinikø g. 5)";18;"Nuo 2 iki 4 metø";1;Lietuviø;23;0
669;"Gervelë (Stadiono g. 5)";4;"Nuo 3 iki 7 metø";1;Lietuviø;22;0
39;Coliukë;4;"Nuo 3 iki 7 metø";2;Rusø;42;8
41;Daigelis;3;"Nuo 1,5 iki 3 metø";2;Rusø;65;0
41;Daigelis;4;"Nuo 3 iki 7 metø";2;Rusø;7;0
41;Daigelis;6;"Nuo 3 iki 4 metø";2;Rusø;41;0
41;Daigelis;7;"Nuo 4 iki 5 metø";2;Rusø;2;0
41;Daigelis;10;"Nuo 3 iki 5 metø";2;Rusø;38;4
41;Daigelis;16;"Nuo 4 iki 7 metø";2;Rusø;17;0
51;Gelvonëlis;3;"Nuo 1,5 iki 3 metø";2;Rusø;31;0
51;Gelvonëlis;7;"Nuo 4 iki 5 metø";2;Rusø;19;0
51;Gelvonëlis;8;"Nuo 5 iki 6 metø";2;Rusø;18;0
51;Gelvonëlis;11;"Nuo 5 iki 7 metø";2;Rusø;20;0
51;Gelvonëlis;16;"Nuo 4 iki 7 metø";2;Rusø;4;1
51;Gelvonëlis;18;"Nuo 2 iki 4 metø";2;Rusø;23;0
52;"Gervelë (Dzûkø g. 32)";4;"Nuo 3 iki 7 metø";2;Rusø;24;8
59;Karusëlë;3;"Nuo 1,5 iki 3 metø";2;Rusø;63;0
59;Karusëlë;6;"Nuo 3 iki 4 metø";2;Rusø;31;3
59;Karusëlë;7;"Nuo 4 iki 5 metø";2;Rusø;23;0
59;Karusëlë;8;"Nuo 5 iki 6 metø";2;Rusø;22;0
59;Karusëlë;11;"Nuo 5 iki 7 metø";2;Rusø;21;0
60;Kaðtonas;14;"Nuo 3 iki 6 metø";2;Rusø;22;5
64;Kurpaitë;3;"Nuo 1,5 iki 3 metø";2;Rusø;29;0
64;Kurpaitë;7;"Nuo 4 iki 5 metø";2;Rusø;1;0
64;Kurpaitë;11;"Nuo 5 iki 7 metø";2;Rusø;17;3
64;Kurpaitë;13;"Nuo 4 iki 6 metø";2;Rusø;23;0
64;Kurpaitë;18;"Nuo 2 iki 4 metø";2;Rusø;21;0
65;"Kûlverstukas (Suvalkø g. 6)";3;"Nuo 1,5 iki 3 metø";2;Rusø;31;0
65;"Kûlverstukas (Suvalkø g. 6)";7;"Nuo 4 iki 5 metø";2;Rusø;22;0
65;"Kûlverstukas (Suvalkø g. 6)";11;"Nuo 5 iki 7 metø";2;Rusø;22;0
65;"Kûlverstukas (Suvalkø g. 6)";18;"Nuo 2 iki 4 metø";2;Rusø;23;0
67;Laðelis;1;"Iki 1,5 metø";2;Rusø;23;4
67;Laðelis;3;"Nuo 1,5 iki 3 metø";2;Rusø;24;3
67;Laðelis;7;"Nuo 4 iki 5 metø";2;Rusø;16;0
67;Laðelis;8;"Nuo 5 iki 6 metø";2;Rusø;16;0
67;Laðelis;12;"Nuo 2 iki 3 metø";2;Rusø;21;8
67;Laðelis;18;"Nuo 2 iki 4 metø";2;Rusø;19;0
69;Liepsnelë;3;"Nuo 1,5 iki 3 metø";2;Rusø;50;8
69;Liepsnelë;7;"Nuo 4 iki 5 metø";2;Rusø;2;4
69;Liepsnelë;8;"Nuo 5 iki 6 metø";2;Rusø;20;2
69;Liepsnelë;13;"Nuo 4 iki 6 metø";2;Rusø;22;0
69;Liepsnelë;18;"Nuo 2 iki 4 metø";2;Rusø;22;1
87;Paslaptis;3;"Nuo 1,5 iki 3 metø";2;Rusø;16;0
87;Paslaptis;10;"Nuo 3 iki 5 metø";2;Rusø;23;0
87;Paslaptis;16;"Nuo 4 iki 7 metø";2;Rusø;24;0
87;Paslaptis;18;"Nuo 2 iki 4 metø";2;Rusø;7;0
90;Pelenë;3;"Nuo 1,5 iki 3 metø";2;Rusø;48;0
90;Pelenë;6;"Nuo 3 iki 4 metø";2;Rusø;24;0
90;Pelenë;8;"Nuo 5 iki 6 metø";2;Rusø;24;0
90;Pelenë;9;"Nuo 6 iki 7 metø";2;Rusø;2;0
90;Pelenë;11;"Nuo 5 iki 7 metø";2;Rusø;22;0
90;Pelenë;18;"Nuo 2 iki 4 metø";2;Rusø;3;0
90;Pelenë;19;"Nuo 2 iki 5 metø";2;Rusø;21;0
92;"Prie pasakø parko";3;"Nuo 1,5 iki 3 metø";2;Rusø;23;8
92;"Prie pasakø parko";6;"Nuo 3 iki 4 metø";2;Rusø;1;5
92;"Prie pasakø parko";7;"Nuo 4 iki 5 metø";2;Rusø;19;0
92;"Prie pasakø parko";10;"Nuo 3 iki 5 metø";2;Rusø;33;7
92;"Prie pasakø parko";11;"Nuo 5 iki 7 metø";2;Rusø;11;4
92;"Prie pasakø parko";12;"Nuo 2 iki 3 metø";2;Rusø;25;0
97;Raktelis;3;"Nuo 1,5 iki 3 metø";2;Rusø;29;0
97;Raktelis;10;"Nuo 3 iki 5 metø";2;Rusø;25;0
97;Raktelis;16;"Nuo 4 iki 7 metø";2;Rusø;23;0
99;Rugelis;13;"Nuo 4 iki 6 metø";2;Rusø;25;0
99;Rugelis;18;"Nuo 2 iki 4 metø";2;Rusø;27;5
102;Ramunëlë;3;"Nuo 1,5 iki 3 metø";2;Rusø;17;13
102;Ramunëlë;10;"Nuo 3 iki 5 metø";2;Rusø;21;3
102;Ramunëlë;11;"Nuo 5 iki 7 metø";2;Rusø;23;0
108;Saulëtekis;3;"Nuo 1,5 iki 3 metø";2;Rusø;18;0
108;Saulëtekis;4;"Nuo 3 iki 7 metø";2;Rusø;8;0
108;Saulëtekis;7;"Nuo 4 iki 5 metø";2;Rusø;23;0
108;Saulëtekis;11;"Nuo 5 iki 7 metø";2;Rusø;23;0
112;Spragtukas;3;"Nuo 1,5 iki 3 metø";2;Rusø;19;16
112;Spragtukas;6;"Nuo 3 iki 4 metø";2;Rusø;18;1
112;Spragtukas;8;"Nuo 5 iki 6 metø";2;Rusø;20;1
112;Spragtukas;11;"Nuo 5 iki 7 metø";2;Rusø;19;0
112;Spragtukas;18;"Nuo 2 iki 4 metø";2;Rusø;21;0
114;Sveikuolis;3;"Nuo 1,5 iki 3 metø";2;Rusø;96;5
